Inference for Stan model: hgrowth8_model
1 chains: each with iter=(1000); warmup=(0); thin=(1); 1000 iterations saved.

Warmup took (37) seconds, 37 seconds total
Sampling took (39) seconds, 39 seconds total

                     Mean     MCSE   StdDev        5%       50%       95%  N_Eff  N_Eff/s  R_hat
Omega[45,1,2]    -4.3e-04  1.4e-02  4.5e-01  -7.3e-01   8.5e-03   7.3e-01   1000       26    1.0
Omega[45,2,1]    -4.3e-04  1.4e-02  4.5e-01  -7.3e-01   8.5e-03   7.3e-01   1000       26    1.0
Omega[45,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[46,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[46,1,2]    -1.3e-03  1.4e-02  4.5e-01  -7.3e-01  -1.3e-02   7.4e-01   1000       26   1.00
Omega[46,2,1]    -1.3e-03  1.4e-02  4.5e-01  -7.3e-01  -1.3e-02   7.4e-01   1000       26   1.00
Omega[46,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[47,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[47,1,2]     1.7e-02  1.4e-02  4.6e-01  -7.1e-01   2.7e-02   7.5e-01   1000       26    1.0
Omega[47,2,1]     1.7e-02  1.4e-02  4.6e-01  -7.1e-01   2.7e-02   7.5e-01   1000       26    1.0
Omega[47,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[48,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[48,1,2]     2.9e-04  1.4e-02  4.3e-01  -7.0e-01   8.3e-03   7.1e-01   1000       26   1.00
Omega[48,2,1]     2.9e-04  1.4e-02  4.3e-01  -7.0e-01   8.3e-03   7.1e-01   1000       26   1.00
Omega[48,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[49,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[49,1,2]    -7.0e-03  1.4e-02  4.6e-01  -7.4e-01  -1.1e-02   6.9e-01   1000       26   1.00
Omega[49,2,1]    -7.0e-03  1.4e-02  4.6e-01  -7.4e-01  -1.1e-02   6.9e-01   1000       26   1.00
Omega[49,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[50,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[50,1,2]     3.3e-04  1.4e-02  4.3e-01  -6.9e-01   6.9e-03   6.8e-01   1000       26   1.00
Omega[50,2,1]     3.3e-04  1.4e-02  4.3e-01  -6.9e-01   6.9e-03   6.8e-01   1000       26   1.00
Omega[50,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[51,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[51,1,2]     7.6e-03  1.5e-02  4.6e-01  -7.7e-01   9.6e-03   7.5e-01   1000       26   1.00
Omega[51,2,1]     7.6e-03  1.5e-02  4.6e-01  -7.7e-01   9.6e-03   7.5e-01   1000       26   1.00
